"artist";"title";"day";"hour"
"Mylene Farmer";"Ainsi Soit Je";"2020-03-31";"21:38"
"Shaed & Zayn";"Trampoline";"2020-03-31";"21:35"
"Laurent Voulzy";"Belle Ile En Mer";"2020-03-31";"21:31"
"Bee Gees";"How Deep Is Your Love";"2020-03-31";"21:17"
"Celine Dion";"All By Myself";"2020-03-31";"21:09"
"Toto";"Africa";"2020-03-31";"21:00"
"Gino Vannelli";"Hurts To Be In Love";"2020-03-31";"20:50"
"Teri Moise";"Je Serai La";"2020-03-31";"20:43"
"Dido";"Here With Me";"2020-03-31";"20:39"
"Patrick Bruel";"Heros";"2020-03-31";"20:35"
"Murray Head";"Say It Ain't So Joe";"2020-03-31";"20:30"
"Mariah Carey";"My All";"2020-03-31";"20:24"
"Claudio Capeo";"Riche";"2020-03-31";"20:20"
"Kim Carnes";"Bette Davis Eyes";"2020-03-31";"20:16"
"Yseult";"Corps";"2020-03-31";"20:13"
"Jeff Buckley";"Hallelujah";"2020-03-31";"20:08"
"Corneille";"Parce Qu'on Vient De Loin";"2020-03-31";"20:04"
"Adrian Gurvitz";"Classic";"2020-03-31";"20:01"
"Genesis";"Hold On My Heart";"2020-03-31";"19:53"
"Eros Ramazzotti";"Una Storia Importante";"2020-03-31";"19:45"
"Seal";"Kiss From A Rose";"2020-03-31";"19:36"
"Dht Feat. Edmee";"Listen To Your Heart";"2020-03-31";"19:32"
"Sia";"Unstoppable";"2020-03-31";"19:24"
"France Gall";"Evidemment";"2020-03-31";"19:21"
"Robbie Williams";"Advertising Space";"2020-03-31";"19:13"
"Lenny Kravitz";"I Belong To You";"2020-03-31";"19:00"
"Vanessa Paradis";"Dis Lui Toi Que Je T'aime";"2020-03-31";"18:52"
"Plain White T's";"Hey There Delilah";"2020-03-31";"18:48"
"Zazie";"Sur Toi";"2020-03-31";"18:45"
"Ed Sheeran";"Thinking Out Loud";"2020-03-31";"18:42"
"George Michael";"As";"2020-03-31";"18:37"
"Patrick Swayze";"She's Like The Wind";"2020-03-31";"18:29"
"Bryan Adams";"(Everything I Do) I Do It For You";"2020-03-31";"18:18"
"Antoine Elie";"La Rose Et L'armure";"2020-03-31";"18:14"
"Berlin";"Take My Breath Away";"2020-03-31";"18:01"
"Mc Solaar";"Caroline";"2020-03-31";"17:50"
"Suzanne Vega";"Luka";"2020-03-31";"17:47"
"Les Frangines";"Donnez-Moi";"2020-03-31";"17:43"
"James Blunt";"You're Beautiful";"2020-03-31";"17:40"
"Mylene Farmer";"Desenchantee";"2020-03-31";"17:36"
"Nik Kershaw";"The Riddle";"2020-03-31";"17:29"
"Christophe Mae";"On S'attache";"2020-03-31";"17:22"
"10cc";"I'm Not In Love";"2020-03-31";"17:14"
"Shania Twain";"You're Still The One";"2020-03-31";"17:07"
"Everything But The Girl";"Missing";"2020-03-31";"17:00"
"Whitney Houston";"Run To You";"2020-03-31";"16:50"
"Angele";"Flou";"2020-03-31";"16:47"
"Inxs";"Need You Tonight";"2020-03-31";"16:43"
"Ophelie Winter";"Dieu M'a Donne La Foi";"2020-03-31";"16:36"
"Gotye";"Somebody That I Used To Know";"2020-03-31";"16:34"
"Tina Turner";"The Best";"2020-03-31";"16:18"
"Madonna";"Music";"2020-03-31";"16:11"
"Take That";"Back For Good";"2020-03-31";"16:00"
"Mecano";"Une Femme Avec Une Femme";"2020-03-31";"15:51"
"Adele";"Rolling In The Deep";"2020-03-31";"15:47"
"Lukas Graham";"Scars";"2020-03-31";"15:44"
"Niagara";"Je Dois M'en Aller";"2020-03-31";"15:40"
"Zazie";"Zen";"2020-03-31";"15:36"
"Patrick Bruel";"Casser La Voix";"2020-03-31";"15:17"
"Maroon 5";"Girls Like You";"2020-03-31";"15:13"
"Eternal";"I Wanna Be The Only One";"2020-03-31";"15:09"
"George Michael";"Faith";"2020-03-31";"15:03"
"Ten Sharp";"You";"2020-03-31";"14:55"
"Amir";"Longtemps";"2020-03-31";"14:45"
"Beyonce";"Crazy In Love";"2020-03-31";"14:33"
"Lauren Daigle";"You Say";"2020-03-31";"14:29"
"Mylene Farmer";"Sans Contrefacon";"2020-03-31";"14:17"
"Christophe Willem";"Double Je";"2020-03-31";"14:10"
"Jennifer Lopez";"If You Had My Love";"2020-03-31";"14:06"
"Cyndi Lauper";"Girls Just Want To Have Fun";"2020-03-31";"14:00"
"Madonna";"Frozen";"2020-03-31";"13:50"
"Angele Feat Romeo Elvis";"Tout Oublier";"2020-03-31";"13:46"
"Supertramp";"Breakfast In America";"2020-03-31";"13:44"
"Alain Souchon";"L'amour A La Machine";"2020-03-31";"13:37"
"Bruno Mars";"Treasure";"2020-03-31";"13:35"
"France Gall";"Babacar";"2020-03-31";"13:30"
"Matt Pokora";"Tombe";"2020-03-31";"13:22"
"Billy Joel";"Uptown Girl";"2020-03-31";"13:19"
"Modjo";"Lady (Hear Me Tonight)";"2020-03-31";"13:11"
"The Police";"Every Breath You Take";"2020-03-31";"13:08"
"Fugees";"Killing Me Softly";"2020-03-31";"13:00"
"Guillaume Grand";"Toi Et Moi";"2020-03-31";"12:51"
"Foreigner";"I Want To Know What Love Is";"2020-03-31";"12:46"
"Vitaa & Slimane";"Je Te Le Donne";"2020-03-31";"12:42"
"Brandy & Monica";"The Boy Is Mine";"2020-03-31";"12:38"
"Renaud & Axelle Red";"Manhattan Kaboul";"2020-03-31";"12:24"
"Lionel Richie";"Hello";"2020-03-31";"12:17"
"Boulevard Des Airs";"Vian";"2020-03-31";"12:13"
"Pretenders";"I'll Stand By You";"2020-03-31";"12:09"
"The Weeknd";"Blinding Lights";"2020-03-31";"12:06"
"The Weeknd";"Blinding Lights";"2020-03-31";"11:56"
"U2";"With Or Without You";"2020-03-31";"11:51"
"Angele";"Oui Ou Non";"2020-03-31";"11:48"
"Robbie Williams";"Feel";"2020-03-31";"11:44"
"Madonna";"Like A Prayer";"2020-03-31";"11:31"
"Marc Lavoine";"Je Ne Veux Qu'elle";"2020-03-31";"11:23"
"Vanessa Paradis";"Marylin & John";"2020-03-31";"11:14"
"Lewis Capaldi";"Someone You Loved";"2020-03-31";"11:11"
"Pascal Obispo";"Tombe Pour Elle";"2020-03-31";"11:07"
"Queen";"We Are The Champions";"2020-03-31";"11:00"
"Joe Cocker";"You Can Leave Your Hat On";"2020-03-31";"10:46"
"Vitaa & Slimane";"Avant Toi";"2020-03-31";"10:42"
"Natalie Imbruglia";"Torn";"2020-03-31";"10:38"
"Alicia Keys";"If I Ain't Got You";"2020-03-31";"10:35"
"Clara Luciani";"La Grenade";"2020-03-31";"10:24"
"The Korgis";"Everybody's Got To Learn Sometime";"2020-03-31";"10:20"
"The Faim";"Summer Is A Curse";"2020-03-31";"10:16"
"Wham";"Last Christmas";"2020-03-31";"10:10"
"Kylie Minogue";"Can't Get You Out Of My Head";"2020-03-31";"10:03"
"Amy Winehouse";"Rehab";"2020-03-31";"09:56"
"Seal";"Crazy";"2020-03-31";"09:38"
"Matt Pokora";"Les Planetes";"2020-03-31";"09:34"
"Rihanna";"Umbrella";"2020-03-31";"09:31"
"Indochine";"Tes Yeux Noirs";"2020-03-31";"09:26"
"Lewis Capaldi";"Before You Go";"2020-03-31";"09:19"
"Patrick Bruel";"Place Des Grands Hommes";"2020-03-31";"09:14"
"Tones And I";"Dance Monkey";"2020-03-31";"09:10"
"Phil Collins";"True Colors";"2020-03-31";"09:06"
"Righteous Brothers";"Unchained Melody";"2020-03-31";"08:59"
"Santana";"Maria Maria";"2020-03-31";"08:41"
"Gerald De Palmas";"J'en Reve Encore";"2020-03-31";"08:37"
"Fredericks Goldman Jones";"A Nos Actes Manques";"2020-03-31";"08:29"
"Britney Spears";"Oops I Did It Again";"2020-03-31";"08:22"
"Bananarama";"Cruel Summer";"2020-03-31";"08:14"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-03-31";"08:11"
"Des'ree";"You Gotta Be";"2020-03-31";"08:08"
"Cyndi Lauper";"Time After Time";"2020-03-31";"08:02"
"Louane";"Si T'etais La";"2020-03-31";"07:53"
"Whitney Houston";"I Wanna Dance With Somebody";"2020-03-31";"07:48"
"Ace Of Base";"All That She Wants";"2020-03-31";"07:39"
"Bb Brunes";"Coups Et Blessures";"2020-03-31";"07:33"
"The Bangles";"Eternal Flame";"2020-03-31";"07:29"
"Freya Ridings";"Castles";"2020-03-31";"07:22"
"Elisa Tovati";"Il Nous Faut";"2020-03-31";"07:16"
"Elton John";"I'm Still Standing";"2020-03-31";"07:13"
"Axelle Red";"Sensualite";"2020-03-31";"06:50"
"Katy Perry";"Hot N Cold";"2020-03-31";"06:45"
"Tina Turner";"We Don't Need Another Hero";"2020-03-31";"06:33"
"Cock Robin";"When Your Heart Is Weak";"2020-03-31";"06:15"
"Kendji Girac";"Tu Vas Manquer";"2020-03-31";"06:12"
"Bruno Mars";"Locked Out Of Heaven";"2020-03-31";"06:07"
"Texas";"Summer Son";"2020-03-31";"05:38"
"Maroon 5";"Memories";"2020-03-31";"05:32"
"Adele";"Hello";"2020-03-31";"05:15"
"Tracy Chapman";"Talkin' Bout Revolution";"2020-03-31";"05:13"
"George Michael";"One More Try";"2020-03-31";"05:01"
"Robbie Williams";"Angels";"2020-03-31";"04:49"
"Nea";"Some Say";"2020-03-31";"04:41"
"Patrick Bruel";"Alors Regarde";"2020-03-31";"04:34"
"Les Frangines";"Donnez Moi";"2020-03-31";"04:24"
"Simply Red";"If You Don't Know Me By Now";"2020-03-31";"04:18"
"The Weeknd";"Blinding Lights";"2020-03-31";"04:15"
"Indochine";"J'ai Demande A La Lune";"2020-03-31";"04:10"
"Anastacia";"I'm Outta Love";"2020-03-31";"03:52"
"Johnny Hallyday";"Je Te Promets";"2020-03-31";"03:47"
"No Doubt";"Don't Speak";"2020-03-31";"03:39"
"Madonna";"Into The Groove";"2020-03-31";"03:31"
"Florent Pagny";"Savoir Aimer";"2020-03-31";"03:26"
"Pink";"Just Give Me A Reason";"2020-03-31";"03:22"
"Angele";"Oui Ou Non";"2020-03-31";"03:10"
"Christina Aguilera";"Genie In A Bottle";"2020-03-31";"03:07"
"Mike Oldfield";"Moonlight Shadow";"2020-03-31";"02:59"
"Clara Luciani";"Ma Soeur";"2020-03-31";"02:56"
"Seal";"Love's Divine";"2020-03-31";"02:52"
"Wham";"Wake Me Up Before You Go-Go";"2020-03-31";"02:48"
"Katy Perry";"Firework";"2020-03-31";"02:41"
"Jennifer Paige";"Crush";"2020-03-31";"02:35"
"Talk Talk";"It's My Life";"2020-03-31";"02:27"
"Amel Bent";"Ou Je Vais";"2020-03-31";"02:23"
"Janet Jackson";"Together Again";"2020-03-31";"02:07"
"Queen";"I Want To Break Free";"2020-03-31";"02:00"
"Shaed & Zayn";"Trampoline";"2020-03-31";"01:56"
"Whitney Houston";"I Have Nothing";"2020-03-31";"01:52"
"Matt Pokora";"Tombe";"2020-03-31";"01:49"
"Toto";"Africa";"2020-03-31";"01:44"
"Les Innocents";"Colore";"2020-03-31";"01:37"
"Daft Punk";"Get Lucky";"2020-03-31";"01:33"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-03-31";"01:31"
"Supertramp";"Goodbye Stranger";"2020-03-31";"01:25"
"Lady Gaga";"I'll Never Love Again";"2020-03-31";"01:21"
"Stromae";"Alors On Danse";"2020-03-31";"01:11"
"The Police";"Every Breath You Take";"2020-03-31";"01:07"
"Britney Spears";"Baby One More Time";"2020-03-31";"01:00"
"Lene Marlin";"Sitting Down Here";"2020-03-31";"00:52"
"Rihanna";"Don't Stop The Music";"2020-03-31";"00:48"
"George Michael";"Careless Whisper";"2020-03-31";"00:40"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-03-31";"00:36"
"Natalie Imbruglia";"Torn";"2020-03-31";"00:32"
"Alicia Keys";"Empire State Of Mind (Part Ii) Broken Down";"2020-03-31";"00:22"
"Eros Ramazzotti";"Una Storia Importante";"2020-03-31";"00:15"
"Neneh Cherry";"7 Seconds";"2020-03-31";"00:08"
"Phil Collins";"In The Air Tonight";"2020-03-31";"00:00"
"Christophe Mae";"Les Gens";"2020-03-30";"23:57"
"Adele";"Skyfall";"2020-03-30";"23:53"
"Status Quo";"In The Army Now";"2020-03-30";"23:50"
"Lykke Li";"I Follow Rivers";"2020-03-30";"23:43"
"Antoine Elie";"La Rose Et L'armure";"2020-03-30";"23:39"
"Ace Of Base";"All That She Wants";"2020-03-30";"23:36"
"Julien Dore";"Paris Seychelles";"2020-03-30";"23:22"
"Billy Paul";"Your Song";"2020-03-30";"23:15"
"Yseult";"Corps";"2020-03-30";"23:11"
"Shania Twain";"That Don't Impress Me Much";"2020-03-30";"23:07"
"Lionel Richie";"All Night Long (All Night)";"2020-03-30";"22:59"
"Maroon 5";"Girls Like You";"2020-03-30";"22:52"
"Katy Perry";"Chained To The Rhythm";"2020-03-30";"22:44"
"Madonna";"Secret";"2020-03-30";"22:39"
"Les Frangines";"Ensemble";"2020-03-30";"22:36"
"James Arthur";"Impossible";"2020-03-30";"22:32"
"Patrick Bruel";"Place Des Grands Hommes";"2020-03-30";"22:28"
"Lauren Daigle";"You Say";"2020-03-30";"22:25"
"Jermaine Jackson";"When The Rain Begins To Fall";"2020-03-30";"22:21"
"Shakira";"Whenever Wherever";"2020-03-30";"22:13"
"Prince";"Purple Rain";"2020-03-30";"22:06"
"Christine And The Queens";"Christine";"2020-03-30";"22:03"
"Bonnie Tyler";"Total Eclipse Of The Heart";"2020-03-30";"21:51"
"Amir";"Longtemps";"2020-03-30";"21:47"
"Whitney Houston";"When You Believe";"2020-03-30";"21:43"
"Vitaa & Slimane";"Avant Toi";"2020-03-30";"21:39"
"Richard Marx";"Right Here Waiting";"2020-03-30";"21:35"
"Gavin James Feat. Philipp";"Always";"2020-03-30";"21:32"
"Tracy Chapman";"Baby Can I Hold You";"2020-03-30";"21:28"
"Louane";"Maman";"2020-03-30";"21:26"
"Elton John";"Can You Feel The Love Tonight";"2020-03-30";"21:22"
"Phil Collins";"Against All Odds (Take A Look At Me Now)";"2020-03-30";"21:16"
"Marina Kaye";"The Whole 9";"2020-03-30";"21:13"
"Daniel Levi";"L'envie D'aimer";"2020-03-30";"21:05"
"The Korgis";"Everybody's Got To Learn Sometime";"2020-03-30";"21:01"
"Emeli Sande";"Read All About It";"2020-03-30";"20:53"
"Jimmy Cliff";"Many Rivers To Cross";"2020-03-30";"20:50"
"Maroon 5";"Memories";"2020-03-30";"20:47"
"Sting";"Russians";"2020-03-30";"20:43"
"Natasha St Pier & Pascal";"Tu Trouveras";"2020-03-30";"20:40"
"Shaed & Zayn";"Trampoline";"2020-03-30";"20:37"
"Terence Trent D'arby";"Sign Your Name";"2020-03-30";"20:32"
"Jenifer";"Donne Moi Le Temps";"2020-03-30";"20:28"
"U2";"One";"2020-03-30";"20:24"
"Lady Gaga";"Always Remember Us This Way";"2020-03-30";"20:20"
"George Michael";"A Different Corner";"2020-03-30";"20:17"
"Angele";"Ta Reine";"2020-03-30";"20:13"
"Madonna";"Don't Cry For Me Argentina";"2020-03-30";"20:08"
"Marc Lavoine";"J'ai Tout Oublie";"2020-03-30";"20:04"
"Alphaville";"Forever Young";"2020-03-30";"20:00"
"Birdy";"Skinny Love";"2020-03-30";"19:53"
"Lara Fabian";"Tout";"2020-03-30";"19:49"
"Billy Joel";"Honesty";"2020-03-30";"19:45"
"Beyonce";"Halo";"2020-03-30";"19:38"
"Celine Dion";"On Ne Change Pas";"2020-03-30";"19:34"
"Renaud";"Morgane De Toi (Amoureux De Toi)";"2020-03-30";"19:27"
"Norah Jones";"Don't Know Why";"2020-03-30";"19:24"
"Justin Bieber";"Love Yourself";"2020-03-30";"19:20"
"Roch Voisine";"Helene";"2020-03-30";"19:16"
"The Weeknd";"Earned It";"2020-03-30";"19:12"
"Francis Cabrel";"Je T'aimais Je T'aime Je T'aimerai";"2020-03-30";"19:08"
"Adele";"Hello";"2020-03-30";"19:04"
"Elton John";"Sorry Seems To Be The Hardest Word";"2020-03-30";"19:00"
"Seal";"Love's Divine";"2020-03-30";"18:51"
"Jean-Jacques Goldman";"Elle Ne Me Voit Pas";"2020-03-30";"18:47"
"Hozier";"Take Me To Church";"2020-03-30";"18:43"
"Laura Pausini";"La Solitudine";"2020-03-30";"18:39"
"Lionel Richie";"Do It To Me";"2020-03-30";"18:30"
"Gerald De Palmas";"Marie";"2020-03-30";"18:23"
"France Gall";"Cezanne Peint";"2020-03-30";"18:15"
"Josef Salvat";"Diamonds";"2020-03-30";"18:11"
"Teri Moise";"Les Poemes De Michelle";"2020-03-30";"18:07"
"Joe Cocker";"You Are So Beautiful";"2020-03-30";"18:01"
"Jason Mraz";"I'm Yours";"2020-03-30";"17:51"
"Angele";"Balance Ton Quoi";"2020-03-30";"17:48"
"Ub 40";"Kingston Town";"2020-03-30";"17:44"
"Justin Nozuka & Zaho";"Heartless";"2020-03-30";"17:34"
"Fr David";"Words";"2020-03-30";"17:30"
"Louane";"Je Vole";"2020-03-30";"17:22"
"Phil Collins";"You Can't Hurry Love";"2020-03-30";"17:19"
"Vanessa Carlton";"A Thousand Miles";"2020-03-30";"17:12"
"Stevie Wonder";"Part Time Lover";"2020-03-30";"17:08"
"Kajagoogoo";"Too Shy";"2020-03-30";"17:01"
"Jennifer Paige";"Crush";"2020-03-30";"16:51"
"Gregory Lemarchal";"De Temps En Temps";"2020-03-30";"16:47"
"Irene Cara";"Fame";"2020-03-30";"16:44"
"Tina Arena";"Aller Plus Haut";"2020-03-30";"16:37"
"Garou Et Celine Dion";"Sous Le Vent";"2020-03-30";"16:22"
"Laurent Voulzy";"Belle Ile En Mer";"2020-03-30";"16:15"
"Des'ree";"Life";"2020-03-30";"16:08"
"Sting";"Englishman In New York";"2020-03-30";"16:00"
"Christina Aguilera";"Hurt";"2020-03-30";"15:45"
"Dua Lipa";"Break My Heart";"2020-03-30";"15:41"
"R.e.m.";"Everybody Hurts";"2020-03-30";"15:36"
"Indochine";"Tes Yeux Noirs";"2020-03-30";"15:29"
"John Lennon";"Imagine";"2020-03-30";"15:17"
"Angele";"Oui Ou Non";"2020-03-30";"15:14"
"Mariah Carey";"My All";"2020-03-30";"15:10"
"Johnny Hallyday";"Je Te Promets";"2020-03-30";"15:03"
"Lene Marlin";"Where I'm Headed";"2020-03-30";"14:56"
"Chimene Badi";"Entre Nous";"2020-03-30";"14:47"
"Madonna";"Like A Virgin";"2020-03-30";"14:43"
"Matt Pokora";"Si T'es Pas La";"2020-03-30";"14:39"
"Charles & Eddie";"Would I Lie To You";"2020-03-30";"14:36"
"Jasmine Thompson";"Mad World";"2020-03-30";"14:33"
"Kyo";"Derniere Danse";"2020-03-30";"14:29"
"Patrick Swayze";"She's Like The Wind";"2020-03-30";"14:26"
"Patrick Bruel";"Alors Regarde";"2020-03-30";"14:18"
"Bruno Mars";"When I Was Your Man";"2020-03-30";"14:11"
"Sixpence None The Richer";"Kiss Me";"2020-03-30";"14:01"
"Celine Dion";"Ziggy";"2020-03-30";"13:52"
"Shakira";"Waka Waka";"2020-03-30";"13:48"
"Francis Cabrel";"L'encre De Tes Yeux";"2020-03-30";"13:45"
"Imany";"Don't Be So Shy (Remix)";"2020-03-30";"13:42"
"Fool's Garden";"Lemon Tree";"2020-03-30";"13:39"
"Nik Kershaw";"The Riddle";"2020-03-30";"13:31"
"Pascal Obispo";"Fan";"2020-03-30";"13:22"
"Kim Carnes";"Bette Davis Eyes";"2020-03-30";"13:15"
"Clara Luciani";"La Grenade";"2020-03-30";"13:12"
"Dido";"Here With Me";"2020-03-30";"13:08"
"Eros Ramazzotti";"Una Storia Importante";"2020-03-30";"13:01"
"Les Frangines";"Donnez-Moi";"2020-03-30";"12:47"
"Dht Feat. Edmee";"Listen To Your Heart";"2020-03-30";"12:43"
"Gerald De Palmas";"Sur La Route";"2020-03-30";"12:39"
"France Gall";"Ella Elle L'a";"2020-03-30";"12:31"
"Rihanna";"Don't Stop The Music";"2020-03-30";"12:24"
"Ub40";"Red Red Wine";"2020-03-30";"12:17"
"Gims & Sting";"Reste";"2020-03-30";"12:13"
"Mariah Carey";"Hero";"2020-03-30";"12:08"
"George Michael";"One More Try";"2020-03-30";"12:01"
"Destiny's Child";"Say My Name";"2020-03-30";"11:51"
"Vianney";"Je M'en Vais";"2020-03-30";"11:48"
"Roy Orbison";"Oh, Pretty Woman";"2020-03-30";"11:45"
"Larusso";"Tu M'oublieras";"2020-03-30";"11:38"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-03-30";"11:23"
"Joe Cocker";"Up Where We Belong";"2020-03-30";"11:19"
"Christophe Mae";"On S'attache";"2020-03-30";"11:12"
"Cyndi Lauper";"The World Is Stone";"2020-03-30";"11:08"
"Michel Telo";"Ai Se Eu Te Pego";"2020-03-30";"10:50"
"France Gall";"Evidemment";"2020-03-30";"10:46"
"Pink";"What About Us";"2020-03-30";"10:42"
"Britney Spears";"Baby One More Time";"2020-03-30";"10:39"
"Matt Pokora";"Si T'es Pas La";"2020-03-30";"10:35"
"Suzanne Vega";"Luka";"2020-03-30";"10:18"
"Imagine Dragons";"Birds";"2020-03-30";"10:14"
"Ophelie Winter";"Dieu M'a Donne La Foi";"2020-03-30";"10:11"
"Take That";"Back For Good";"2020-03-30";"09:55"
"Christine And The Queens";"Christine";"2020-03-30";"09:46"
"Toto";"Africa";"2020-03-30";"09:42"
"Daniel Powter";"Bad Day";"2020-03-30";"09:34"
"Berlin";"Take My Breath Away";"2020-03-30";"09:19"
"Adele";"Someone Like You";"2020-03-30";"09:10"
"Eternal";"I Wanna Be The Only One";"2020-03-30";"09:07"
"Kendji Girac";"Tu Vas Manquer";"2020-03-30";"09:03"
"Billy Joel";"Uptown Girl";"2020-03-30";"09:00"
"Shania Twain";"You're Still The One";"2020-03-30";"08:50"
"Frero Delavega";"Le Chant Des Sirenes";"2020-03-30";"08:48"
"Tina Turner";"What's Love Got To Do With It";"2020-03-30";"08:44"
"Alain Souchon";"L'amour A La Machine";"2020-03-30";"08:37"
"Rihanna";"Diamonds";"2020-03-30";"08:33"
"Elton John";"Sacrifice";"2020-03-30";"08:28"
"George Michael";"Faith";"2020-03-30";"08:18"
"Jenifer";"Au Soleil";"2020-03-30";"08:12"
"Whitney Houston";"Saving All My Love For You";"2020-03-30";"08:08"
"Ten Sharp";"You";"2020-03-30";"08:00"
"Craig David";"Walking Away";"2020-03-30";"07:50"
"Francis Cabrel";"Encore Et Encore";"2020-03-30";"07:46"
"Ed Sheeran";"Perfect";"2020-03-30";"07:41"
"Spice Girls";"Wannabe";"2020-03-30";"07:38"
"France Gall";"Babacar";"2020-03-30";"07:28"
"Queen";"We Will Rock You";"2020-03-30";"07:22"
"Jimmy Cliff";"I Can See Clearly Now";"2020-03-30";"07:13"
"Joe Cocker";"You Can Leave Your Hat On";"2020-03-30";"06:49"
"Celine Dion";"Encore Un Soir";"2020-03-30";"06:44"
"Eurythmics";"Sweet Dreams (Are Made Of This)";"2020-03-30";"06:03"
"Mecano";"Une Femme Avec Une Femme";"2020-03-30";"05:50"
"Justin Timberlake";"Rock Your Body";"2020-03-30";"05:45"
"Vitaa & Slimane";"Avant Toi";"2020-03-30";"05:37"
"Prince";"Kiss";"2020-03-30";"05:32"
"Billy Paul";"Your Song";"2020-03-30";"05:21"
"Kendji Girac";"Tu Vas Manquer";"2020-03-30";"05:15"
"Coldplay";"Paradise";"2020-03-30";"05:08"
"Irene Cara";"What A Feelin'";"2020-03-30";"05:03"
"Matt Pokora";"Tombe";"2020-03-30";"04:47"
"Pretenders";"I'll Stand By You";"2020-03-30";"04:39"
"Lionel Richie";"Ballerina Girl";"2020-03-30";"04:23"
"Wham";"Last Christmas";"2020-03-30";"04:14"
"Maroon 5";"Memories";"2020-03-30";"04:09"
"Michael Sembello";"Maniac";"2020-03-30";"04:04"
"Queen";"The Show Must Go On";"2020-03-30";"03:51"
"Iz";"Over The Rainbow";"2020-03-30";"03:47"
"Bananarama";"Cruel Summer";"2020-03-30";"03:44"
"Amir";"Longtemps";"2020-03-30";"03:40"
"Amy Winehouse";"You Know I'm No Good";"2020-03-30";"03:37"
"Mylene Farmer";"Sans Contrefacon";"2020-03-30";"03:26"
"Gotye";"Somebody That I Used To Know";"2020-03-30";"03:23"
"Luis Fonsi";"Despacito";"2020-03-30";"03:12"
"Celine Dion";"Je Sais Pas";"2020-03-30";"03:07"
"The Bangles";"Eternal Flame";"2020-03-30";"03:00"
"Mariah Carey";"Without You";"2020-03-30";"02:54"
"Kungs";"Don't You Know";"2020-03-30";"02:51"
"Culture Club";"Do You Really Want To Hurt Me";"2020-03-30";"02:47"
"Matt Pokora";"Si T'es Pas La";"2020-03-30";"02:44"
"Eagle Eye Cherry";"Save Tonight";"2020-03-30";"02:40"
"Shakira";"Loca";"2020-03-30";"02:37"
"Cyndi Lauper";"Girls Just Want To Have Fun";"2020-03-30";"02:30"
"Angele";"Flou";"2020-03-30";"02:26"
"Phil Collins";"Can't Stop Loving You";"2020-03-30";"02:13"
"Vanessa Paradis";"Marylin & John";"2020-03-30";"02:08"
"Mike And The Mechanics";"Over My Shoulder";"2020-03-30";"02:01"
"Bryan Adams";"Please Forgive Me";"2020-03-30";"01:52"
"Gnarls Barkley";"Crazy";"2020-03-30";"01:49"
"Madonna";"Holiday";"2020-03-30";"01:41"
"Lauren Daigle";"You Say";"2020-03-30";"01:38"
"Charles & Eddie";"Would I Lie To You";"2020-03-30";"01:35"
"Vitaa & Slimane";"Avant Toi";"2020-03-30";"01:31"
"Irene Cara";"Fame";"2020-03-30";"01:27"
"Daniel Levi";"L'envie D'aimer";"2020-03-30";"01:23"
"Tina Turner";"We Don't Need Another Hero";"2020-03-30";"01:15"
"Patrick Bruel";"Heros";"2020-03-30";"01:11"
"Donna Lewis";"I Love You Always Forever";"2020-03-30";"01:07"
"Kendji Girac";"Tu Vas Manquer";"2020-03-30";"01:05"
"Arthur Simms";"It's Only Mystery";"2020-03-30";"01:00"
"Shaed & Zayn";"Trampoline";"2020-03-30";"00:57"
"Zazie";"Rue De La Paix";"2020-03-30";"00:53"
"Les Frangines";"Donnez-Moi";"2020-03-30";"00:46"
"Pink";"Family Portrait";"2020-03-30";"00:42"
"Antoine Elie";"La Rose Et L'armure";"2020-03-30";"00:38"
"Whitney Houston";"I'm Every Woman";"2020-03-30";"00:34"
"Justin Nozuka & Zaho";"Heartless";"2020-03-30";"00:23"
"Kim Carnes";"Bette Davis Eyes";"2020-03-30";"00:16"
"Mariah Carey";"Do You Know Where You're Going To";"2020-03-30";"00:09"
"Queen";"A Kind Of Magic";"2020-03-30";"00:01"
"Brandy & Monica";"The Boy Is Mine";"2020-03-29";"23:53"
"Alain Souchon";"L'amour A La Machine";"2020-03-29";"23:40"
"Katy Perry";"Roar";"2020-03-29";"23:36"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-03-29";"23:34"
"Mike Oldfield";"Moonlight Shadow";"2020-03-29";"23:30"
"Elton John";"Can You Feel The Love Tonight";"2020-03-29";"23:26"
"Angele";"Balance Ton Quoi";"2020-03-29";"23:22"
"George Michael";"One More Try";"2020-03-29";"23:18"
"Christine And The Queens";"Saint Claude";"2020-03-29";"23:15"
"Alicia Keys";"Girl On Fire";"2020-03-29";"23:11"
"Mister Big";"Wild World";"2020-03-29";"23:01"
"Santana";"Maria Maria";"2020-03-29";"22:54"
"Sia";"Unstoppable";"2020-03-29";"22:43"
"The Connells";"74-75";"2020-03-29";"22:38"
"Lionel Richie";"Say You Say Me";"2020-03-29";"22:31"
"Seal";"Crazy";"2020-03-29";"22:26"
"Christophe Willem";"Double Je";"2020-03-29";"22:23"
"Lewis Capaldi";"Before You Go";"2020-03-29";"22:19"
"Lenny Kravitz";"It Ain't Over 'Til It's Over";"2020-03-29";"22:08"
