"artist";"title";"day";"hour"
"Lene Marlin";"Where I'm Headed";"2020-04-04";"13:08"
"Suzanne Vega";"Luka";"2020-04-04";"13:01"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-04-04";"12:52"
"Les Innocents";"L'autre Finistere";"2020-04-04";"12:39"
"Seal";"Love's Divine";"2020-04-04";"12:35"
"Cock Robin";"When Your Heart Is Weak";"2020-04-04";"12:19"
"Robin Thicke";"Blurred Lines";"2020-04-04";"12:11"
"Renaud";"Mistral Gagnant";"2020-04-04";"12:08"
"Elton John";"Can You Feel The Love Tonight";"2020-04-04";"12:01"
"Jennifer Lopez";"If You Had My Love";"2020-04-04";"11:51"
"Gregoire";"Toi Moi";"2020-04-04";"11:48"
"Marvin Gaye";"Sexual Healing";"2020-04-04";"11:44"
"Les Frangines";"Donnez-Moi";"2020-04-04";"11:41"
"Natalie Imbruglia";"Torn";"2020-04-04";"11:37"
"Michael Jackson";"Don't Stop 'Til You Get Enough";"2020-04-04";"11:29"
"Bruno Mars";"When I Was Your Man";"2020-04-04";"11:23"
"Bonnie Tyler";"It's A Heartache";"2020-04-04";"11:15"
"Angele";"Balance Ton Quoi";"2020-04-04";"11:12"
"Donna Lewis";"I Love You Always Forever";"2020-04-04";"11:08"
"Lady Gaga Et Bradley Coop";"Shallow";"2020-04-04";"11:05"
"Indochine";"Tes Yeux Noirs";"2020-04-04";"11:00"
"Fugees";"Killing Me Softly";"2020-04-04";"10:51"
"Jean Jacques Goldman";"Elle A Fait Un Bebe Toute Seule";"2020-04-04";"10:47"
"Adele";"Hello";"2020-04-04";"10:43"
"Mika";"Elle Me Dit";"2020-04-04";"10:39"
"Jimmy Cliff";"I Can See Clearly Now";"2020-04-04";"10:36"
"Queen";"I Want To Break Free";"2020-04-04";"10:28"
"Guillaume Grand";"Toi Et Moi";"2020-04-04";"10:21"
"Shaed Feat Zayn";"Trampoline";"2020-04-04";"10:18"
"Tina Turner";"What's Love Got To Do With It";"2020-04-04";"10:15"
"Celine Dion";"Encore Un Soir";"2020-04-04";"10:11"
"Brandy & Monica";"The Boy Is Mine";"2020-04-04";"10:07"
"Michael Jackson";"Will You Be There";"2020-04-04";"10:00"
"Britney Spears";"Everytime";"2020-04-04";"09:57"
"Billy Joel";"Uptown Girl";"2020-04-04";"09:47"
"Patrick Bruel";"Casser La Voix";"2020-04-04";"09:43"
"Axelle Red";"Sensualite";"2020-04-04";"09:36"
"John Legend";"All Of Me";"2020-04-04";"09:33"
"Rihanna";"Don't Stop The Music";"2020-04-04";"09:30"
"Francis Cabrel";"Petite Marie (Live)";"2020-04-04";"09:26"
"Kim Carnes";"Bette Davis Eyes";"2020-04-04";"09:19"
"Claudio Capeo";"Ma Jolie";"2020-04-04";"09:15"
"Dido";"White Flag";"2020-04-04";"09:11"
"Lionel Richie";"Hello";"2020-04-04";"09:07"
"Les Enfoires";"A Cote De Toi";"2020-04-04";"09:04"
"Sixpence None The Richer";"Kiss Me";"2020-04-04";"09:00"
"Justin Timberlake";"Rock Your Body";"2020-04-04";"08:49"
"Vanessa Paradis";"Marylin & John";"2020-04-04";"08:44"
"Imagine Dragons";"Birds";"2020-04-04";"08:40"
"Zazie";"Zen";"2020-04-04";"08:36"
"Jean Jacques Goldman";"La Vie Par Procuration";"2020-04-04";"08:30"
"Lykke Li";"I Follow Rivers";"2020-04-04";"08:22"
"Madonna";"Holiday";"2020-04-04";"08:15"
"Chris Cab";"Liar Liar";"2020-04-04";"08:11"
"Mecano";"Hijo De La Luna";"2020-04-04";"08:07"
"Patrick Swayze";"She's Like The Wind";"2020-04-04";"08:00"
"Peter Kingsberry";"Only The Very Best";"2020-04-04";"07:50"
"Daniel Balavoine";"Sauver L'amour";"2020-04-04";"07:45"
"Ed Sheeran & Justin Biebe";"I Don't Care";"2020-04-04";"07:43"
"Gregory Lemarchal";"De Temps En Temps";"2020-04-04";"07:39"
"Kylie Minogue";"Can't Get You Out Of My Head";"2020-04-04";"07:36"
"Matt Pokora";"Si T'es Pas La";"2020-04-04";"07:32"
"Irene Cara";"What A Feelin'";"2020-04-04";"07:28"
"Calogero";"On Fait Comme Si";"2020-04-04";"07:19"
"Michael Jackson";"Smooth Criminal";"2020-04-04";"07:15"
"Lady Gaga Et Bradley Coop";"Shallow";"2020-04-04";"07:12"
"Texas";"Summer Son";"2020-04-04";"07:08"
"Angele";"Oui Ou Non";"2020-04-04";"07:05"
"Phil Collins";"One More Night";"2020-04-04";"07:00"
"Alicia Keys";"Girl On Fire";"2020-04-04";"06:56"
"Mike And The Mechanics";"Over My Shoulder";"2020-04-04";"06:47"
"Vitaa & Slimane";"Avant Toi";"2020-04-04";"06:43"
"Roy Orbison";"Oh, Pretty Woman";"2020-04-04";"06:40"
"Lewis Capaldi";"Someone You Loved";"2020-04-04";"06:37"
"Jean Jacques Goldman";"Ils Sauvent Des Vies";"2020-04-04";"06:33"
"Craig David & Sting";"Rise And Fall";"2020-04-04";"06:29"
"Fr David";"Words";"2020-04-04";"06:26"
"Laurent Voulzy";"Le Pouvoir Des Fleurs";"2020-04-04";"06:18"
"Freya Ridings";"Castles";"2020-04-04";"06:15"
"Marc Lavoine";"Je Ne Veux Qu'elle";"2020-04-04";"06:12"
"Michael Sembello";"Maniac";"2020-04-04";"06:08"
"Kendji Girac";"Tu Vas Manquer";"2020-04-04";"06:04"
"Fool's Garden";"Lemon Tree";"2020-04-04";"06:00"
"Natasha St Pier & Pascal";"Tu Trouveras";"2020-04-04";"05:57"
"Sia";"Unstoppable";"2020-04-04";"05:49"
"Mylene Farmer";"Desenchantee";"2020-04-04";"05:45"
"Maroon 5";"Memories";"2020-04-04";"05:41"
"Mike Oldfield";"Moonlight Shadow";"2020-04-04";"05:38"
"Jenifer";"Au Soleil";"2020-04-04";"05:35"
"Lionel Richie";"Do It To Me";"2020-04-04";"05:30"
"Matt Pokora";"Tombe";"2020-04-04";"05:27"
"Bruce Springsteen";"Streets Of Philadelphia";"2020-04-04";"05:19"
"Patrick Bruel";"Alors Regarde";"2020-04-04";"05:15"
"Mariah Carey";"Without You";"2020-04-04";"05:08"
"Les Enfoires";"A Cote De Toi";"2020-04-04";"05:04"
"Joe Cocker";"Up Where We Belong";"2020-04-04";"05:00"
"Seal";"Kiss From A Rose";"2020-04-04";"04:55"
"Clara Luciani";"La Grenade";"2020-04-04";"04:47"
"Phil Collins";"Can't Stop Loving You";"2020-04-04";"04:43"
"France Gall";"Babacar";"2020-04-04";"04:35"
"Josef Salvat";"Diamonds";"2020-04-04";"04:31"
"Sting";"Englishman In New York";"2020-04-04";"04:27"
"Mecano";"Une Femme Avec Une Femme";"2020-04-04";"04:19"
"Justin Timberlake";"Cry Me A River";"2020-04-04";"04:12"
"Fredericks Goldman Jones";"Ne En 17 A Leidenstadt";"2020-04-04";"04:08"
"Les Frangines";"Donnez-Moi";"2020-04-04";"03:53"
"Eros Ramazzotti";"Una Storia Importante";"2020-04-04";"03:49"
"Matt Pokora";"Si T'es Pas La";"2020-04-04";"03:45"
"Janet Jackson";"Whoops Now";"2020-04-04";"03:42"
"Ensemble Contre Le Sida";"Sa Raison D'etre";"2020-04-04";"03:37"
"10cc";"I'm Not In Love";"2020-04-04";"03:30"
"Charles & Eddie";"Would I Lie To You";"2020-04-04";"03:26"
"Angele";"Flou";"2020-04-04";"03:23"
"Lionel Richie";"All Night Long (All Night)";"2020-04-04";"03:19"
"Lewis Capaldi";"Before You Go";"2020-04-04";"03:15"
"Julien Dore";"Paris Seychelles";"2020-04-04";"03:12"
"Arthur Simms";"It's Only Mystery";"2020-04-04";"03:07"
"Shania Twain";"Man I Feel Like A Woman";"2020-04-04";"03:00"
"Neneh Cherry";"7 Seconds";"2020-04-04";"02:53"
"Gnarls Barkley";"Crazy";"2020-04-04";"02:50"
"Yseult";"Corps";"2020-04-04";"02:47"
"Madonna";"La Isla Bonita";"2020-04-04";"02:43"
"Lauren Daigle";"You Say";"2020-04-04";"02:39"
"Queen";"The Show Must Go On";"2020-04-04";"02:35"
"Ub40";"Red Red Wine";"2020-04-04";"02:29"
"Katy Perry";"Hot N Cold";"2020-04-04";"02:24"
"Calogero";"On Fait Comme Si";"2020-04-04";"02:20"
"Bill Medley";"The Time Of My Life";"2020-04-04";"02:16"
"Patrick Bruel";"Heros";"2020-04-04";"02:11"
"Texas";"Summer Son";"2020-04-04";"02:08"
"Kendji Girac";"Tu Vas Manquer";"2020-04-04";"02:04"
"Billy Paul";"Your Song";"2020-04-04";"02:00"
"Pink";"Just Give Me A Reason";"2020-04-04";"01:53"
"Mylene Farmer";"Sans Contrefacon";"2020-04-04";"01:49"
"Lady Gaga";"I'll Never Love Again";"2020-04-04";"01:46"
"Amy Winehouse";"Rehab";"2020-04-04";"01:42"
"Les Frangines";"Ensemble";"2020-04-04";"01:39"
"Michael Jackson";"Who Is It";"2020-04-04";"01:35"
"Jean Jacques Goldman";"La Vie Par Procuration";"2020-04-04";"01:28"
"Alicia Keys";"If I Ain't Got You";"2020-04-04";"01:24"
"Daniel Balavoine";"Aimer Est Plus Fort Que D'etre Aime";"2020-04-04";"01:16"
"James Blunt";"Monsters";"2020-04-04";"01:13"
"Ten Sharp";"You";"2020-04-04";"01:09"
"Les Enfoires";"A Cote De Toi";"2020-04-04";"01:06"
"U2";"With Or Without You";"2020-04-04";"01:01"
"Shaed & Zayn";"Trampoline";"2020-04-04";"00:57"
"Laura Pausini";"La Solitudine";"2020-04-04";"00:54"
"Suzanne Vega";"Luka";"2020-04-04";"00:46"
"Francis Cabrel";"La Corrida";"2020-04-04";"00:38"
"Beyonce";"Crazy In Love";"2020-04-04";"00:34"
"Madonna";"Holiday";"2020-04-04";"00:26"
"Calogero";"Fondamental";"2020-04-04";"00:23"
"Talk Talk";"It's My Life";"2020-04-04";"00:19"
"Mika";"Relax (Take It Easy)";"2020-04-04";"00:12"
"Johnny Hallyday";"Je Te Promets";"2020-04-04";"00:08"
"Phil Collins";"True Colors";"2020-04-04";"00:01"
"Robbie Williams";"Angels";"2020-04-03";"23:52"
"Coldplay";"Paradise";"2020-04-03";"23:48"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-04-03";"23:46"
"Tina Turner";"The Best";"2020-04-03";"23:42"
"Jennifer Paige";"Crush";"2020-04-03";"23:35"
"Jenifer";"Donne Moi Le Temps";"2020-04-03";"23:22"
"Wham";"Last Christmas";"2020-04-03";"23:15"
"Lenny Kravitz";"It Ain't Over 'Til It's Over";"2020-04-03";"23:08"
"Cyndi Lauper";"Girls Just Want To Have Fun";"2020-04-03";"23:00"
"Queen";"I Want To Break Free";"2020-04-03";"22:53"
"Jeremy Frerot";"Revoir";"2020-04-03";"22:50"
"Bruno Mars";"Locked Out Of Heaven";"2020-04-03";"22:46"
"Antoine Elie";"La Rose Et L'armure";"2020-04-03";"22:43"
"Des'ree";"Life";"2020-04-03";"22:40"
"Dido";"Here With Me";"2020-04-03";"22:27"
"Katy Perry";"Firework";"2020-04-03";"22:24"
"Daniel Balavoine";"Sauver L'amour";"2020-04-03";"22:16"
"Shawn Mendes & Camila Ca";"Senorita";"2020-04-03";"22:13"
"Sia";"Unstoppable";"2020-04-03";"22:05"
"France Gall";"Ella Elle L'a";"2020-04-03";"22:00"
"Billy Joel";"Just The Way You Are";"2020-04-03";"21:53"
"Simply Red";"For Your Babies";"2020-04-03";"21:46"
"Sam Brown";"Stop";"2020-04-03";"21:38"
"Peter Gabriel";"Don't Give Up";"2020-04-03";"21:29"
"Vianney";"Je M'en Vais";"2020-04-03";"21:26"
"Mariah Carey";"I Still Believe";"2020-04-03";"21:22"
"Jimmy Cliff";"Many Rivers To Cross";"2020-04-03";"21:17"
"Michael Bolton";"When A Man Loves A Woman";"2020-04-03";"21:09"
"Marc Lavoine";"J'ai Tout Oublie";"2020-04-03";"21:05"
"Jermaine Jackson";"Do What You Do";"2020-04-03";"21:01"
"Elton John";"Your Song";"2020-04-03";"20:53"
"Take That";"Back For Good";"2020-04-03";"20:46"
"Justin Nozuka & Zaho";"Heartless";"2020-04-03";"20:42"
"Clare Maguire";"Elizabeth Taylor";"2020-04-03";"20:38"
"The Bangles";"Eternal Flame";"2020-04-03";"20:34"
"Amir";"Longtemps";"2020-04-03";"20:31"
"Toni Braxton";"Unbreak My Heart";"2020-04-03";"20:26"
"Julien Dore";"Sublime & Silence";"2020-04-03";"20:23"
"Phil Collins";"One More Night";"2020-04-03";"20:18"
"Birdy";"People Help The People";"2020-04-03";"19:53"
"Shania Twain";"You're Still The One";"2020-04-03";"19:50"
"Daniel Levi";"L'envie D'aimer";"2020-04-03";"19:46"
"France Gall";"La Chanson D'azima";"2020-04-03";"19:41"
"Bruno Mars";"When I Was Your Man";"2020-04-03";"19:30"
"Telephone";"Le Jour S'est Leve";"2020-04-03";"19:25"
"Ed Sheeran";"Perfect";"2020-04-03";"19:22"
"Josef Salvat";"Diamonds";"2020-04-03";"19:14"
"Indochine";"J'ai Demande A La Lune";"2020-04-03";"19:11"
"Righteous Brothers";"Unchained Melody";"2020-04-03";"19:07"
"Jasmine Thompson";"Mad World";"2020-04-03";"19:04"
"Teri Moise";"Les Poemes De Michelle";"2020-04-03";"19:00"
"Patti Austin & James Ingr";"Baby Come To Me";"2020-04-03";"18:53"
"Alphaville";"Forever Young";"2020-04-03";"18:46"
"Christine And The Queens";"Saint Claude";"2020-04-03";"18:42"
"Bonnie Tyler";"Total Eclipse Of The Heart";"2020-04-03";"18:30"
"Alicia Keys";"Empire State Of Mind (Part Ii) Broken Down";"2020-04-03";"18:23"
"Louane";"Si T'etais La";"2020-04-03";"18:20"
"Eros Ramazzotti";"Se Bastasse Una Canzone";"2020-04-03";"18:15"
"Imagine Dragons";"Birds";"2020-04-03";"18:13"
"Lionel Richie";"Ballerina Girl";"2020-04-03";"18:01"
"Renaud & Axelle Red";"Manhattan Kaboul";"2020-04-03";"17:51"
"Phil Collins";"In The Air Tonight";"2020-04-03";"17:46"
"Clara Luciani";"La Grenade";"2020-04-03";"17:43"
"Beyonce";"If I Were A Boy";"2020-04-03";"17:39"
"Ten Sharp";"You";"2020-04-03";"17:35"
"Daniel Balavoine";"Dieu Que C'est Beau";"2020-04-03";"17:16"
"Pink";"What About Us";"2020-04-03";"17:12"
"Jennifer Lopez";"If You Had My Love";"2020-04-03";"17:08"
"Bill Withers";"Lovely Day";"2020-04-03";"17:01"
"Julien Dore";"Le Lac";"2020-04-03";"16:50"
"Joe Cocker";"You Can Leave Your Hat On";"2020-04-03";"16:45"
"Les Innocents";"L'autre Finistere";"2020-04-03";"16:38"
"Gnarls Barkley";"Crazy";"2020-04-03";"16:35"
"Cyndi Lauper";"Time After Time";"2020-04-03";"16:31"
"Matt Pokora";"Tombe";"2020-04-03";"16:23"
"Mike Oldfield";"Moonlight Shadow";"2020-04-03";"16:19"
"Lady Gaga";"Paparazzi";"2020-04-03";"16:12"
"Richard Marx";"Right Here Waiting";"2020-04-03";"16:08"
"Des'ree";"You Gotta Be";"2020-04-03";"16:00"
"Adele";"Skyfall";"2020-04-03";"15:51"
"Pagny Obispo Lavoine";"Pour Les Gens Du Secours";"2020-04-03";"15:42"
"Christina Aguilera";"Genie In A Bottle";"2020-04-03";"15:37"
"Nea";"Some Say";"2020-04-03";"15:35"
"Whitney Houston";"Saving All My Love For You";"2020-04-03";"15:19"
"Vitaa & Slimane";"Ca Va Ca Vient";"2020-04-03";"15:15"
"Sting";"Fields Of Gold";"2020-04-03";"15:12"
"The Weeknd";"Blinding Lights";"2020-04-03";"15:08"
"Vanessa Paradis";"Marylin & John";"2020-04-03";"15:02"
"No Doubt";"Don't Speak";"2020-04-03";"14:56"
"Katy Perry";"Roar";"2020-04-03";"14:46"
"Calogero";"Fondamental";"2020-04-03";"14:43"
"Kim Carnes";"Bette Davis Eyes";"2020-04-03";"14:39"
"Matt Pokora";"Si T'es Pas La";"2020-04-03";"14:36"
"Santana";"Maria Maria";"2020-04-03";"14:33"
"Angele";"Flou";"2020-04-03";"14:30"
"Berlin";"Take My Breath Away";"2020-04-03";"14:25"
"Daniel Balavoine";"L'aziza";"2020-04-03";"14:18"
"Alicia Keys";"Fallin'";"2020-04-03";"14:11"
"Les Innocents";"Colore";"2020-04-03";"14:07"
"Lady Gaga Et Bradley Coop";"Shallow";"2020-04-03";"14:04"
"Elton John";"Don't Go Breaking My Heart";"2020-04-03";"13:59"
"Tina Turner";"The Best";"2020-04-03";"13:48"
"Janet Jackson";"Together Again";"2020-04-03";"13:39"
"Christina Aguilera";"Hurt";"2020-04-03";"13:35"
"Fredericks Goldman Jones";"A Nos Actes Manques";"2020-04-03";"13:30"
"Luis Fonsi";"Despacito";"2020-04-03";"13:23"
"Francis Cabrel";"La Corrida";"2020-04-03";"13:17"
"Rihanna";"Stay";"2020-04-03";"13:10"
"Cyndi Lauper";"Girls Just Want To Have Fun";"2020-04-03";"13:07"
"Shania Twain";"That Don't Impress Me Much";"2020-04-03";"13:00"
"Mika";"Relax (Take It Easy)";"2020-04-03";"12:50"
"Laurent Voulzy";"Belle Ile En Mer";"2020-04-03";"12:47"
"Daft Punk";"Instant Crush";"2020-04-03";"12:43"
"Michael Jackson";"Heal The World";"2020-04-03";"12:38"
"Les Enfoires";"A Cote De Toi";"2020-04-03";"12:34"
"Billy Paul";"Your Song";"2020-04-03";"12:29"
"Christophe Willem";"Double Je";"2020-04-03";"12:22"
"Lewis Capaldi";"Before You Go";"2020-04-03";"12:19"
"Patrick Bruel";"Place Des Grands Hommes";"2020-04-03";"12:14"
"Justin Timberlake";"Can't Stop The Feeling";"2020-04-03";"12:11"
"Alain Souchon";"L'amour A La Machine";"2020-04-03";"12:07"
"Lionel Richie";"All Night Long (All Night)";"2020-04-03";"12:00"
"George Michael";"Careless Whisper";"2020-04-03";"11:48"
"Jeremy Frerot";"Revoir";"2020-04-03";"11:45"
"Carly Rae Jepsen";"Call Me Maybe";"2020-04-03";"11:42"
"Lara Fabian";"Tout";"2020-04-03";"11:38"
"Jamelia";"Superstar";"2020-04-03";"11:22"
"Calogero";"On Fait Comme Si";"2020-04-03";"11:19"
"Eros Ramazzotti";"Una Storia Importante";"2020-04-03";"11:15"
"Francis Cabrel";"Je T'aimais Je T'aime Je T'aimerai";"2020-04-03";"11:07"
"Billy Joel";"Honesty";"2020-04-03";"11:00"
"Angele";"Oui Ou Non";"2020-04-03";"10:50"
"Nik Kershaw";"The Riddle";"2020-04-03";"10:46"
"Matt Pokora";"Si T'es Pas La";"2020-04-03";"10:43"
"Madonna";"Secret";"2020-04-03";"10:38"
"Kyo";"Derniere Danse";"2020-04-03";"10:35"
"Irene Cara";"Fame";"2020-04-03";"10:31"
"Michel Berger";"Le Paradis Blanc";"2020-04-03";"10:22"
"Amel Bent";"Ou Je Vais";"2020-04-03";"10:15"
"Bill Medley";"The Time Of My Life";"2020-04-03";"10:11"
"Lady Gaga Et Bradley Coop";"Shallow";"2020-04-03";"10:07"
"Eternal";"I Wanna Be The Only One";"2020-04-03";"10:03"
"Daniel Levi";"L'envie D'aimer";"2020-04-03";"09:56"
"France Gall";"Babacar";"2020-04-03";"09:46"
"Lewis Capaldi";"Someone You Loved";"2020-04-03";"09:43"
"George Michael";"As";"2020-04-03";"09:38"
"Vitaa & Slimane";"Avant Toi";"2020-04-03";"09:36"
"Shakira";"Loca";"2020-04-03";"09:32"
"Ed Sheeran Feat. Khalid";"Beautiful People";"2020-04-03";"09:20"
"The Rolling Stones";"Angie";"2020-04-03";"09:15"
"Gims & Sting";"Reste";"2020-04-03";"09:12"
"Ace Of Base";"All That She Wants";"2020-04-03";"09:08"
"Queen";"The Show Must Go On";"2020-04-03";"08:55"
"Whitney Houston";"One Moment In Time";"2020-04-03";"08:49"
"Pink";"Just Give Me A Reason";"2020-04-03";"08:41"
"Pascal Obispo";"Tombe Pour Elle";"2020-04-03";"08:37"
"Daniel Balavoine";"Mon Fils Ma Bataille";"2020-04-03";"08:30"
"Roch Voisine";"Tant Pis";"2020-04-03";"08:22"
"Elton John";"Sorry Seems To Be The Hardest Word";"2020-04-03";"08:16"
"Clara Luciani";"La Grenade";"2020-04-03";"08:12"
"Laura Pausini";"La Solitudine";"2020-04-03";"08:08"
"Les Enfoires";"A Cote De Toi";"2020-04-03";"08:05"
"Michael Jackson";"Billie Jean";"2020-04-03";"08:00"
"Janet Jackson";"Whoops Now";"2020-04-03";"07:42"
"Gerald De Palmas";"Une Seule Vie";"2020-04-03";"07:36"
"Madonna";"Like A Prayer";"2020-04-03";"07:32"
"Enrique Iglesias";"Tired Of Being Sorry";"2020-04-03";"07:18"
"Bryan Adams";"(Everything I Do) I Do It For You";"2020-04-03";"07:14"
"Patrick Bruel";"J'te L'dis Quand Meme";"2020-04-03";"07:05"
"Cecilia Krull";"My Life Is Going On";"2020-04-03";"06:51"
"Indochine";"Tes Yeux Noirs";"2020-04-03";"06:45"
"Britney Spears";"Baby One More Time";"2020-04-03";"06:39"
"Stevie Wonder";"Part Time Lover";"2020-04-03";"06:22"
"Lady Gaga Et Bradley Coop";"Shallow";"2020-04-03";"06:09"
"Mylene Farmer";"Sans Contrefacon";"2020-04-03";"06:03"
"Elton John";"I'm Still Standing";"2020-04-03";"05:52"
"Celine Dion Et Jj Goldman";"Les Derniers Seront Les Premiers";"2020-04-03";"05:48"
"Katy Perry";"Firework";"2020-04-03";"05:44"
"Vitaa & Slimane";"Avant Toi";"2020-04-03";"05:37"
"Madonna";"Like A Virgin";"2020-04-03";"05:32"
"Redbone";"Come And Get Your Love";"2020-04-03";"05:22"
"Jermaine Jackson";"When The Rain Begins To Fall";"2020-04-03";"05:15"
"Kendji Girac";"Tu Vas Manquer";"2020-04-03";"05:12"
"Inxs";"Need You Tonight";"2020-04-03";"05:02"
"Jimmy Cliff";"I Can See Clearly Now";"2020-04-03";"04:53"
"Francis Cabrel";"Je L'aime A Mourir";"2020-04-03";"04:48"
"Calvin Harris Feat Sam Sm";"Promises";"2020-04-03";"04:44"
"Alain Souchon";"Foule Sentimentale";"2020-04-03";"04:37"
"Maroon 5";"Memories";"2020-04-03";"04:32"
"Patrick Swayze";"She's Like The Wind";"2020-04-03";"04:15"
"Les Enfoires";"A Cote De Toi";"2020-04-03";"04:09"
"Bonnie Tyler";"It's A Heartache";"2020-04-03";"04:04"
"Mariah Carey";"My All";"2020-04-03";"03:51"
"Robbie Williams";"Supreme";"2020-04-03";"03:47"
"Scorpions";"Still Loving You";"2020-04-03";"03:40"
"Chris Cab";"Liar Liar";"2020-04-03";"03:37"
"Mc Solaar";"Caroline";"2020-04-03";"03:33"
"Queen";"We Will Rock You";"2020-04-03";"03:28"
"Justin Nozuka & Zaho";"Heartless";"2020-04-03";"03:24"
"Cyndi Lauper";"The World Is Stone";"2020-04-03";"03:17"
"Andrea Bocelli";"Vivo Per Lei";"2020-04-03";"03:08"
"The Weeknd";"Blinding Lights";"2020-04-03";"03:05"
"Toto";"Africa";"2020-04-03";"03:00"
"Coldplay";"Viva La Vida";"2020-04-03";"02:53"
"Gregory Lemarchal";"De Temps En Temps";"2020-04-03";"02:42"
"Donna Lewis";"I Love You Always Forever";"2020-04-03";"02:34"
"Matt Pokora";"Si T'es Pas La";"2020-04-03";"02:30"
"Madonna";"Into The Groove";"2020-04-03";"02:26"
"Vanessa Paradis";"Divine Idylle";"2020-04-03";"02:22"
"Lewis Capaldi";"Before You Go";"2020-04-03";"02:19"
"Michael Jackson";"Billie Jean";"2020-04-03";"02:14"
"Lene Marlin";"Where I'm Headed";"2020-04-03";"02:07"
"Lady Gaga Et Bradley Coop";"Shallow";"2020-04-03";"02:03"
"Phil Collins";"You Can't Hurry Love";"2020-04-03";"02:00"
"Daniel Powter";"Bad Day";"2020-04-03";"01:56"
"Joe Cocker";"You Are So Beautiful";"2020-04-03";"01:54"
"Spice Girls";"Wannabe";"2020-04-03";"01:48"
"John Legend";"All Of Me";"2020-04-03";"01:45"
"Billy Joel";"Uptown Girl";"2020-04-03";"01:42"
"Eagle Eye Cherry";"Save Tonight";"2020-04-03";"01:35"
"Jennifer Lopez";"Jenny From The Block";"2020-04-03";"01:31"
"Antoine Elie";"La Rose Et L'armure";"2020-04-03";"01:28"
"Fr David";"Words";"2020-04-03";"01:25"
"Stromae";"Formidable";"2020-04-03";"01:21"
"Roy Orbison";"Oh, Pretty Woman";"2020-04-03";"01:17"
"Calogero";"On Fait Comme Si";"2020-04-03";"01:13"
"Santana";"Maria Maria";"2020-04-03";"01:11"
"Queen";"We Are The Champions";"2020-04-03";"01:07"
"Natalie Imbruglia";"Torn";"2020-04-03";"01:00"
"Zucchero Et Paul Young";"Senza Una Donna";"2020-04-03";"00:52"
"Rihanna";"Diamonds";"2020-04-03";"00:50"
"Elsa Esnoult";"Et Dans La Nuit J'ai Prie";"2020-04-03";"00:47"
"Tina Turner";"What's Love Got To Do With It";"2020-04-03";"00:44"
"Angele Feat Romeo Elvis";"Tout Oublier";"2020-04-03";"00:41"
"Niagara";"Je Dois M'en Aller";"2020-04-03";"00:31"
"Amy Winehouse";"You Know I'm No Good";"2020-04-03";"00:25"
"Murray Head";"Say It Ain't So Joe";"2020-04-03";"00:17"
"Les Frangines";"Donnez-Moi";"2020-04-03";"00:13"
"Whitney Houston";"When You Believe";"2020-04-03";"00:09"
"Les Enfoires";"A Cote De Toi";"2020-04-03";"00:05"
"George Michael";"Praying For Time";"2020-04-03";"00:01"
"Shaed & Zayn";"Trampoline";"2020-04-02";"23:57"
"Corneille";"Parce Qu'on Vient De Loin";"2020-04-02";"23:53"
"Robin Thicke";"Blurred Lines";"2020-04-02";"23:41"
"The Connells";"74-75";"2020-04-02";"23:33"
"Eros Ramazzotti";"Una Storia Importante";"2020-04-02";"23:26"
"Ginie Line";"Le Dilemme";"2020-04-02";"23:22"
"Laurent Voulzy";"Le Pouvoir Des Fleurs";"2020-04-02";"23:08"
"Elton John";"Don't Go Breaking My Heart";"2020-04-02";"23:01"
"Destiny's Child";"Say My Name";"2020-04-02";"22:53"
"Fredericks Goldman Jones";"Ne En 17 A Leidenstadt";"2020-04-02";"22:49"
"Lost Frequencies";"Are You With Me (Feat. Easton)";"2020-04-02";"22:46"
"Patrick Bruel";"Alors Regarde";"2020-04-02";"22:43"
"Lauren Daigle";"You Say";"2020-04-02";"22:39"
"Ace Of Base";"All That She Wants";"2020-04-02";"22:36"
"James Blunt";"Goodbye My Lover";"2020-04-02";"22:29"
"Irene Cara";"What A Feelin'";"2020-04-02";"22:26"
"Supertramp";"Goodbye Stranger";"2020-04-02";"22:17"
"Chimene Badi";"Entre Nous";"2020-04-02";"22:10"
"Bananarama";"Cruel Summer";"2020-04-02";"22:07"
"Vianney";"Je M'en Vais";"2020-04-02";"22:03"
"Jimmy Cliff";"I Can See Clearly Now";"2020-04-02";"22:00"
"Iz";"Over The Rainbow";"2020-04-02";"21:53"
"Robbie Williams";"She's The One";"2020-04-02";"21:49"
"Matt Pokora";"Si T'es Pas La";"2020-04-02";"21:45"
"Lionel Richie";"Ballerina Girl";"2020-04-02";"21:42"
"Christopher Cross";"Sailing";"2020-04-02";"21:34"
"Celine Dion";"Je Sais Pas";"2020-04-02";"21:26"
"George Michael";"Kissing A Fool";"2020-04-02";"21:19"
"Yseult";"Corps";"2020-04-02";"21:15"
"Fugees";"Killing Me Softly";"2020-04-02";"21:11"
"Eagles";"Hotel California";"2020-04-02";"21:00"
"Tibz";"Tout Au Bout Du Monde";"2020-04-02";"20:50"
"Mister Big";"Wild World";"2020-04-02";"20:35"
"10cc";"I'm Not In Love";"2020-04-02";"20:28"
"Ed Sheeran";"Thinking Out Loud";"2020-04-02";"20:25"
"The Corrs";"Runaway";"2020-04-02";"20:21"
"Kendji Girac";"Tu Vas Manquer";"2020-04-02";"20:18"
